title,description,text,category,priority
Open sewage overflow,Sewage overflowing near Sector 7 causing health risk and foul smell,open sewage overflow. sewage overflowing near sector 7 causing health risk and foul smell,Sanitation,High
Power supply problem,Power supply problem near Sector 5 - this is about electricity not water,power supply problem. power supply problem near sector 5 - this is about electricity not water,Electricity,Medium
Public tap not working,Public tap not working near Ward 1 needs repair,public tap not working. public tap not working near ward 1 needs repair,Water,Medium
Water leakage,Water leakage near Main Road wasting water,water leakage. water leakage near main road wasting water,Water,Medium
High voltage fluctuation,High voltage fluctuation damaging appliances near Market Area,high voltage fluctuation. high voltage fluctuation damaging appliances near market area,Electricity,High
Dust on roadside,Dust on roadside near Sector 5 needs cleaning,dust on roadside. dust on roadside near sector 5 needs cleaning,Roads,Low
Street light not working,Street light not working near Main Road - this is about electricity not water supply,street light not working. street light not working near main road - this is about electricity not water supply,Electricity,High
Bad smell from bins,Bad smell from waste bins near Residential Colony affecting residents,bad smell from bins. bad smell from waste bins near residential colony affecting residents,Sanitation,Medium
Mosquito breeding,Mosquito breeding due to stagnant water near Ward 3,mosquito breeding. mosquito breeding due to stagnant water near ward 3,Sanitation,Medium
Broken footpath,Broken footpath near Near School causing pedestrian inconvenience,broken footpath. broken footpath near near school causing pedestrian inconvenience,Roads,Medium
Water contamination,Water contamination causing illness near Market Area,water contamination. wter cntmnation casing illnss nr markt area,Water,High
Garbage not collected,Garbage not collected for many days near Near Hospital causing health hazard,garbage not collected. garbage not collected for many days near near hospital causing health hazard,Sanitation,High
Electric pole damaged,Electric pole damaged near Ward 2 - this is about electricity not road infrastructure,electric pole damaged. electric pole damaged near ward to - this is about electricity not road infrastructure,Electricity,Medium
Water leakage,Water leakage near Ward 1 wasting water,water leakage. water leakage near ward 1 wasting water,Water,Medium
Irregular garbage collection,Garbage collection irregular near Residential Colony causing inconvenience,irregular garbage collection. garbage collection irregular near residential colony causing inconvenience,Sanitation,Medium
Bent road sign,Road sign slightly bent near Sector 5 needs straightening,bent road sign. road sign slightly bent near sector 5 needs straightening,Roads,Low
Water timing delay,Water timing delay near Market Area causing minor inconvenience,water timing delay. water timing delay near market area causing minor inconvenience,Water,Low
Electric pole damaged,Electric pole damaged near Main Road - this is about electricity not road infrastructure,electric pole damaged. electric pole damaged near main road - this is about electricity not road infrastructure,Electricity,Medium
Water light issue,Water supply issue with light pressure near Market Area - this is about water not electricity,water light issue. water supply issue with light pressure near market area - this is about water not electricity,Water,Low
Water contamination,Water contamination causing illness near Sector 7,water contamination. water contamination causing illness near sector 7,Water,High
Street light dim,Street light dim near Market Area needs bulb replacement,street light dim. street light dim near market area needs bulb replacement,Electricity,Low
Occasional bad smell,Occasional bad smell near Main Road from waste,occasional bad smell. occasional bad smell near main road from waste,Sanitation,Low
Waste collection delayed,Waste collection delayed by one day near Residential Colony,waste collection delayed. waste collection delayed by one day near residential colony,Sanitation,Low
Minor tap leakage,Minor leakage from tap near Sector 7 needs fixing,minor tap leakage. minor leakage from tap near sector 7 needs fixing,Water,Low
Street light covered,Street light covered by tree branches near Bus Stand,street light covered. street light covered by tree branches near bus stand,Electricity,Low
Minor road patch damage,Minor road patch damage near Main Road needs attention,minor road patch damage. minor road patch damage near main road needs attention,Roads,Low
Deep pit on road,Deep pit on road near Near School causing vehicle damage,deep pit on road. deep pit on road near near school causing vehicle damage,Roads,High
Street light blinking,Street light blinking near Ward 1 needs repair,street light blinking. street light blinking near ward 1 needs repair,Electricity,Medium
High voltage fluctuation,High voltage fluctuation damaging appliances near Near Hospital,high voltage fluctuation. high voltage fluctuation damaging appliances near near hospital,Electricity,High
Electric sparks during rain,Electric sparks during rain near Near Hospital causing fire risk,electric sparks during rain. electric sparks during rain near near hospital causing fire risk,Electricity,High
Deep pit on road,Deep pit on road near Ward 2 causing vehicle damage,deep pit on road. deep pit on road near ward to causing vehicle damage,Roads,High
Electric pole tilted,Electric pole tilted near Sector 7 needs correction,electric pole tilted. electric pole tilted near sector 7 needs correction,Electricity,Medium
Public tap not working,Public tap not working near Near School needs repair,public tap not working. public tap not working near near school needs repair,Water,Medium
